user,label,risk_score,risk_category,alert_priority
MIL0255,0,0.0,Low Risk,
MIM0712,0,0.0,Low Risk,
MJB0588,0,0.0,Low Risk,
MJM0510,0,0.0,Low Risk,
MJS0890,0,0.0,Low Risk,
MKG0711,0,0.0,Low Risk,
MKL0941,0,0.0,Low Risk,
MKP0861,0,0.0,Low Risk,
MKS0204,0,0.0,Low Risk,
MKW0441,0,0.06741087101012035,Low Risk,Normal
MLD0755,0,0.0,Low Risk,
MLG0475,0,0.0,Low Risk,
MLL0598,0,0.0952700694653855,Low Risk,Normal
MLM0950,0,0.03284198262568821,Low Risk,Normal
MLP0668,0,0.0,Low Risk,
MMB0488,0,0.002,Low Risk,Normal
MMG0943,0,0.0,Low Risk,
MNC0717,0,0.0,Low Risk,
MNR0829,0,0.0,Low Risk,
MNS0224,0,0.0,Low Risk,
MOH0273,0,0.014304300891607679,Low Risk,Normal
MOP0763,0,0.0,Low Risk,
MOS0047,1,0.8501087485969622,High Risk,Critical
MPM0220,1,0.5242953691635988,Medium Risk,Watch
MPT0376,0,0.013393596045365034,Low Risk,Normal
MSD0939,0,0.0,Low Risk,
MSG0839,0,0.0,Low Risk,
MSH0040,0,0.002,Low Risk,Normal
MSO0222,1,0.8996842957177568,High Risk,Critical
MSS0001,0,0.0,Low Risk,
MSZ0310,0,0.0,Low Risk,
MTB0620,0,0.001453125,Low Risk,Normal
MTT0901,0,0.14308995190437304,Low Risk,Normal
MVB0515,0,0.029447009483534674,Low Risk,Normal
MVF0594,0,0.0,Low Risk,
MVH0373,0,0.0,Low Risk,
MYD0978,1,0.9839752212389381,High Risk,Critical
NAB0801,0,0.001927461139896373,Low Risk,Normal
NAB0903,0,0.0,Low Risk,
NAF0033,0,0.0,Low Risk,
NAF0326,0,0.007226556790702925,Low Risk,Normal
NAH0503,0,0.0,Low Risk,
NAR0981,0,0.0,Low Risk,
NBC0412,0,0.0,Low Risk,
NBH0256,0,0.002,Low Risk,Normal
NCE0097,0,0.0,Low Risk,
NCH0179,0,0.0,Low Risk,
NCK0295,0,0.0,Low Risk,
NCK0421,0,0.0,Low Risk,
NCO0666,0,0.003559040087264794,Low Risk,Normal
NDM0417,0,0.014100269485836075,Low Risk,Normal
NGC0058,0,0.027351471840333975,Low Risk,Normal
NGF0157,0,0.07143054640949313,Low Risk,Normal
NGO0690,0,0.0,Low Risk,
NHE0919,0,0.002,Low Risk,Normal
NHH0185,0,0.0,Low Risk,
NIH0969,0,0.0,Low Risk,
NJB0243,0,0.0,Low Risk,
NJC0705,0,0.0,Low Risk,
NKH0807,0,0.0,Low Risk,
NKH0979,0,0.0,Low Risk,
NKP0236,0,0.3203473582003343,Low Risk,Watch
NLO0131,0,0.0,Low Risk,
NMB0972,0,0.0,Low Risk,
NMC0486,0,0.0,Low Risk,
NMF0780,0,0.0,Low Risk,
NMG0766,0,0.0,Low Risk,
NMS0280,0,0.15620227885004043,Low Risk,Normal
NNA0610,0,0.0,Low Risk,
NNS0059,0,0.0,Low Risk,
NOB0181,0,0.1171491370470587,Low Risk,Normal
NRD0548,0,0.002,Low Risk,Normal
NRF0137,0,0.0,Low Risk,
NRO0768,0,0.0,Low Risk,
NSC0597,0,0.0019510489510489511,Low Risk,Normal
NSS0876,0,0.0,Low Risk,
NUL0471,0,0.0,Low Risk,
NWK0215,0,0.0,Low Risk,
NWT0098,1,0.8008418114322798,High Risk,Critical
OBH0499,0,0.012978643705854054,Low Risk,Normal
OCB0805,0,0.0,Low Risk,
OCS0865,0,0.0034491685239156525,Low Risk,Normal
OHC0973,0,0.0,Low Risk,
OJK0233,0,0.0,Low Risk,
OKB0439,0,0.0,Low Risk,
OKC0107,0,0.0,Low Risk,
OLB0749,0,0.0,Low Risk,
OLF0504,0,0.0,Low Risk,
OLW0689,0,0.002,Low Risk,Normal
OMM0944,0,0.0,Low Risk,
OMS0101,0,0.0,Low Risk,
ONL0276,0,0.0,Low Risk,
ONW0083,0,0.0,Low Risk,
OQH0183,0,0.0,Low Risk,
ORB0473,0,0.0,Low Risk,
ORG0339,0,0.0017383177570093457,Low Risk,Normal
ORM0669,0,0.0,Low Risk,
OSH0655,0,0.0,Low Risk,
OYM0026,0,0.0,Low Risk,
PAD0773,0,0.033986374088415094,Low Risk,Normal
PBP0002,0,0.0,Low Risk,
PDH0716,0,0.07117946182275982,Low Risk,Normal
PDW0259,0,0.0,Low Risk,
PES0085,0,0.0,Low Risk,
PEV0323,0,0.0,Low Risk,
PGC0066,0,0.0,Low Risk,
PGH0184,0,0.0,Low Risk,
PGO0433,0,0.0,Low Risk,
PID0426,0,0.0,Low Risk,
PIS0522,0,0.0,Low Risk,
PKB0281,0,0.0,Low Risk,
PKB0429,0,0.0,Low Risk,
PLH0715,0,0.0,Low Risk,
PLH0862,0,0.0,Low Risk,
PMC0328,0,0.09419449949926935,Low Risk,Normal
PMJ0564,0,0.0,Low Risk,
PMV0850,0,0.07098078813974203,Low Risk,Normal
PNH0761,0,0.026749003004789346,Low Risk,Normal
PNL0301,1,0.8419101850740965,High Risk,Critical
POB0343,0,0.0,Low Risk,
PPF0435,1,0.9049159131374903,High Risk,Critical
PRM0740,0,0.0,Low Risk,
PSF0133,1,0.8953448411956066,High Risk,Critical
PTH0552,0,0.0,Low Risk,
PTH0830,0,0.0,Low Risk,
QCH0110,0,0.0,Low Risk,
QJR0688,0,0.014712560652725226,Low Risk,Normal
QNF0205,0,0.0,Low Risk,
QNP0216,0,0.0018599999999999999,Low Risk,Normal
QOS0878,0,0.4077995379683312,Low Risk,Watch
QPM0727,0,0.0,Low Risk,
QRM0739,0,0.009264687628728719,Low Risk,Normal
QSV0778,0,0.0,Low Risk,
RAB0589,1,0.8857943411475677,High Risk,Critical
RAG0275,0,0.0,Low Risk,
RAH0440,0,0.0,Low Risk,
RAM0447,0,0.0,Low Risk,
RAR0725,1,0.9506822481497981,High Risk,Critical
RAS0432,0,0.0,Low Risk,
RAW0915,0,0.06510586506014433,Low Risk,Normal
RBB0485,0,0.0,Low Risk,
RCC0617,0,0.0,Low Risk,
RCP0785,0,0.0,Low Risk,
RDM0115,0,0.0,Low Risk,
RDM0150,0,0.0,Low Risk,
RDT0424,0,0.018775936113797853,Low Risk,Normal
RFP0380,0,0.0,Low Risk,
RGG0064,1,0.9567852917187939,High Risk,Critical
RGH0728,0,0.008,Low Risk,Normal
RGN0408,0,0.0,Low Risk,
RHC0335,0,0.0,Low Risk,
RHL0992,1,0.8306828663778367,High Risk,Critical
RHO0732,0,0.0038599999999999997,Low Risk,Normal
RHP0484,0,0.0,Low Risk,
RHY0079,0,0.0,Low Risk,
RIH0777,0,0.0,Low Risk,
RJB0088,0,0.0,Low Risk,
RJM0381,0,0.0,Low Risk,
RKD0604,1,0.9646246632553696,High Risk,Critical
RKF0164,0,0.0,Low Risk,
RLB0719,0,0.0,Low Risk,
RLG0856,0,0.004,Low Risk,Normal
RMS0266,0,0.0,Low Risk,
RMW0542,1,0.922253822406358,High Risk,Critical
RNF0765,0,0.0,Low Risk,
RNL0695,0,0.0,Low Risk,
RNP0211,0,0.0,Low Risk,
ROB0272,0,0.0,Low Risk,
RRA0938,0,0.0,Low Risk,
RRC0553,0,0.059559460881078566,Low Risk,Normal
RRP0568,0,0.021026548072571566,Low Risk,Normal
RSC0089,0,0.003537190082644628,Low Risk,Normal
RSM0277,0,0.03876715482561862,Low Risk,Normal
RTO0313,0,0.0,Low Risk,
RUM0880,0,0.0,Low Risk,
RVC0232,0,0.0,Low Risk,
RVF0201,0,0.040681835511658666,Low Risk,Normal
RYB0718,0,0.0,Low Risk,
RZC0746,0,0.0,Low Risk,
SAA0999,0,0.025996825272504322,Low Risk,Normal
SAB0781,0,0.07086739882838736,Low Risk,Normal
SAC0592,0,0.0,Low Risk,
SAC0687,0,0.0,Low Risk,
SAH0599,0,0.0,Low Risk,
SAK0375,0,0.0,Low Risk,
SAP0867,0,0.006,Low Risk,Normal
SAT0194,0,0.0,Low Risk,
SBD0913,0,0.0,Low Risk,
SBH0537,0,0.014612804389557343,Low Risk,Normal
SBK0161,0,0.0,Low Risk,
SBN0495,0,0.0,Low Risk,
SBN0866,0,0.02495020162523764,Low Risk,Normal
SBN0971,0,0.15832014040672407,Low Risk,Normal
SBQ0786,0,0.0,Low Risk,
SCB0534,0,0.0,Low Risk,
SCF0608,0,0.0,Low Risk,
SCP0130,0,0.0703299908591548,Low Risk,Normal
SDB0106,0,0.0,Low Risk,
SDF0017,0,0.0,Low Risk,
SDO0170,0,0.0,Low Risk,
SED0886,0,0.0,Low Risk,
SEJ0677,0,0.0,Low Risk,
SER0165,0,0.0,Low Risk,
SES0477,0,0.0,Low Risk,
SGB0140,0,0.0,Low Risk,
SGG0787,0,0.0,Low Risk,
SGM0021,0,0.0,Low Risk,
SGS0268,0,0.0,Low Risk,
SHR0334,0,0.0,Low Risk,
SHW0578,0,0.0,Low Risk,
SIJ0661,0,0.0,Low Risk,
SJC0333,0,0.0,Low Risk,
SJF0094,0,0.0,Low Risk,
SJO0209,0,0.00880546224284542,Low Risk,Normal
SJW0451,0,0.0,Low Risk,
SKG0759,0,0.0018599999999999999,Low Risk,Normal
SLB0049,0,0.0,Low Risk,
SLP0762,0,0.0,Low Risk,
SLT0907,0,0.002,Low Risk,Normal
SMB0804,0,0.0,Low Risk,
SMH0291,0,0.0,Low Risk,
SMW0084,0,0.0,Low Risk,
SMY0792,0,0.06431091956727976,Low Risk,Normal
SNC0187,0,0.1643769735585923,Low Risk,Normal
SNS0129,0,0.0,Low Risk,
SOB0360,0,0.002,Low Risk,Normal
SOB0586,0,0.0,Low Risk,
SOF0808,0,0.0,Low Risk,
SOG0411,0,0.0,Low Risk,
SPA0141,0,0.001537190082644628,Low Risk,Normal
SRH0155,0,0.0,Low Risk,
SRS0231,0,0.0,Low Risk,
SSG0250,0,0.0,Low Risk,
SSH0799,0,0.0,Low Risk,
SSJ0784,0,0.0,Low Risk,
SSR0278,0,0.002,Low Risk,Normal
SSS0345,0,0.0,Low Risk,
SVL0803,0,0.0,Low Risk,
SVL0940,0,0.0,Low Risk,
SVS0871,0,0.0,Low Risk,
SXM0895,0,0.0,Low Risk,
TAC0300,0,0.0,Low Risk,
TAP0551,1,0.9261120248504822,High Risk,Critical
TBT0461,0,0.0,Low Risk,
TCD0009,0,0.0,Low Risk,
TDG0962,0,0.0,Low Risk,
TDJ0998,0,0.001537190082644628,Low Risk,Normal
TDS0984,0,0.025374646164625595,Low Risk,Normal
TEB0251,0,0.0,Low Risk,
TEM0093,0,0.0,Low Risk,
TEM0977,0,0.0,Low Risk,
TET0621,0,0.0,Low Risk,
THD0448,0,0.0,Low Risk,
THR0873,0,0.009382100773280624,Low Risk,Normal
TIW0299,0,0.0,Low Risk,
TJB0302,0,0.0,Low Risk,
TJD0996,0,0.0,Low Risk,
TJG0582,0,0.0018599999999999999,Low Risk,Normal
TLH0648,0,0.0,Low Risk,
TLK0993,0,0.0,Low Risk,
TLM0797,0,0.0,Low Risk,
TMA0069,0,0.0,Low Risk,
TNM0961,1,0.7439365425447122,Medium Risk,Suspicious
TOR0193,0,0.0,Low Risk,
TPH0474,0,0.0,Low Risk,
TQS0212,0,0.0,Low Risk,
TRK0914,0,0.0,Low Risk,
TSB0437,0,0.0,Low Risk,
TSG0906,0,0.0,Low Risk,
TSM0363,0,0.0,Low Risk,
TSM0927,0,0.001537190082644628,Low Risk,Normal
TSR0676,0,0.08722186667809488,Low Risk,Normal
TTD1000,0,0.0,Low Risk,
TUC0632,0,0.003168769030013049,Low Risk,Normal
TVS0006,0,0.0,Low Risk,
TVS0050,0,0.0,Low Risk,
TYB0779,0,0.0,Low Risk,
UAD0771,0,0.024331435232062437,Low Risk,Normal
UBF0645,0,0.0,Low Risk,
UCH0519,0,0.0,Low Risk,
UCS0227,0,0.0,Low Risk,
UFK0208,0,0.0,Low Risk,
UIR0043,0,0.0,Low Risk,
UJC0737,0,0.0,Low Risk,
USH0199,0,0.1200481835142209,Low Risk,Normal
VAA0087,0,0.0,Low Risk,
VCC0396,0,0.005598317757009346,Low Risk,Normal
VCY0751,0,0.0,Low Risk,
VEB0935,0,0.0,Low Risk,
VFM0814,0,0.2392189189060276,Low Risk,Normal
VIA0063,0,0.03491761349298833,Low Risk,Normal
VLB0647,0,0.0,Low Risk,
VMJ0147,0,0.0,Low Risk,
VMJ0546,0,0.0,Low Risk,
VSA0230,0,0.12153446754626454,Low Risk,Normal
VSS0154,1,0.9197491798108345,High Risk,Critical
VTT0385,0,0.07337865085596765,Low Risk,Normal
WAB0143,0,0.0,Low Risk,
WAS0254,0,0.0,Low Risk,
WBC0192,0,0.001537190082644628,Low Risk,Normal
WBC0315,0,0.0,Low Risk,
WDD0366,1,0.5995772925352408,Medium Risk,Watch
WDO0870,0,0.0,Low Risk,
WDV0573,0,0.0,Low Risk,
WGR0833,0,0.0,Low Risk,
WGS0516,0,0.0,Low Risk,
WIF0691,0,0.02113877180454426,Low Risk,Normal
WIQ0567,0,0.010160174237574206,Low Risk,Normal
WJD0576,0,0.0,Low Risk,
WKD0013,0,0.0,Low Risk,
WKF0012,0,0.0,Low Risk,
WLV0566,0,0.0,Low Risk,
WNB0908,0,0.0,Low Risk,
WPE0538,0,0.0018599999999999999,Low Risk,Normal
WPR0368,0,0.0,Low Risk,
WRM0963,0,0.0,Low Risk,
WSR0241,0,0.0,Low Risk,
WTF0387,0,0.0,Low Risk,
WTR0563,0,0.0,Low Risk,
WVB0539,0,0.0,Low Risk,
WXH0872,0,0.0038599999999999997,Low Risk,Normal
XAA0104,0,0.015035867935219464,Low Risk,Normal
XBN0229,0,0.0,Low Risk,
XHG0902,0,0.0,Low Risk,
XHW0498,1,0.7816086469090452,Medium Risk,Suspicious
XLB0710,0,0.0,Low Risk,
XRS0633,0,0.0,Low Risk,
XWD0923,0,0.189187872362962,Low Risk,Normal
YCE0983,0,0.0,Low Risk,
YDN0198,0,0.0,Low Risk,
YEV0793,0,0.0,Low Risk,
YIC0195,0,0.0,Low Risk,
YJF0532,0,0.0,Low Risk,
YJV0699,0,0.0,Low Risk,
YWW0660,0,0.0,Low Risk,
ZCF0590,0,0.0,Low Risk,
ZDW0859,0,0.0,Low Risk,
ZFM0468,0,0.0,Low Risk,
ZJE0857,0,0.0,Low Risk,
ZJS0269,0,0.0,Low Risk,
ZKS0899,0,0.008357138275887951,Low Risk,Normal
ZMC0284,0,0.0,Low Risk,
ZSB0649,0,0.0,Low Risk,
ZSK0258,0,0.0,Low Risk,
ZSL0305,0,0.0,Low Risk,
