user,risk_score,risk_category,alert_priority,severity,Risk Category,Indicator,Observed,Normal Avg,Deviation,SHAP Impact
296,0.8841945650434736,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,14.0,388.44,-96.4%,0.082
296,0.8841945650434736,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,7.0,193.6,-96.4%,0.074
296,0.8841945650434736,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.066
296,0.8841945650434736,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,7.0,194.84,-96.4%,0.058
296,0.8841945650434736,High Risk,Critical,Critical,Data Movement Risk,Unusual file copying activity detected,11.0,448.28,-97.5%,0.048
45,0.8799806094335653,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,966.0,388.44,148.7%,0.066
45,0.8799806094335653,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,480.0,193.6,147.9%,0.061
45,0.8799806094335653,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,662.0,865.95,-23.6%,0.061
45,0.8799806094335653,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.061
45,0.8799806094335653,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,486.0,194.84,149.4%,0.057
560,0.8775770222981073,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,38.0,388.44,-90.2%,0.074
560,0.8775770222981073,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,19.0,193.6,-90.2%,0.07
560,0.8775770222981073,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.068
560,0.8775770222981073,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,19.0,194.84,-90.2%,0.052
560,0.8775770222981073,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,588.0,865.95,-32.1%,0.049
575,0.8680823717964864,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,530.0,865.95,-38.8%,0.076
575,0.8680823717964864,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.065
575,0.8680823717964864,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,562.0,193.6,190.3%,0.062
575,0.8680823717964864,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1130.0,388.44,190.9%,0.061
575,0.8680823717964864,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,568.0,194.84,191.5%,0.057
455,0.8678494132214,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,342.0,865.95,-60.5%,0.072
455,0.8678494132214,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.065
455,0.8678494132214,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,694.0,388.44,78.7%,0.061
455,0.8678494132214,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,344.0,193.6,77.7%,0.053
455,0.8678494132214,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,350.0,194.84,79.6%,0.05
291,0.8629166528752343,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.065
291,0.8629166528752343,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,833.0,388.44,114.4%,0.061
291,0.8629166528752343,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,378.0,865.95,-56.3%,0.058
291,0.8629166528752343,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,413.0,193.6,113.3%,0.054
291,0.8629166528752343,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,420.0,194.84,115.6%,0.052
568,0.8566818815980068,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,16.0,388.44,-95.9%,0.095
568,0.8566818815980068,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.092
568,0.8566818815980068,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,8.0,193.6,-95.9%,0.085
568,0.8566818815980068,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,8.0,194.84,-95.9%,0.065
568,0.8566818815980068,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,308.0,865.95,-64.4%,0.055
677,0.8501087485969622,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,391.0,3.48,11126.6%,0.103
677,0.8501087485969622,High Risk,Critical,Critical,Access Behaviour Risk,Access to multiple workstations detected,416.0,20.38,1941.3%,0.054
677,0.8501087485969622,High Risk,Critical,Critical,Data Movement Risk,Files were accessed from multiple machines,214.0,2.28,9305.5%,0.041
677,0.8501087485969622,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1774.0,388.44,356.7%,0.039
677,0.8501087485969622,High Risk,Critical,Critical,Access Behaviour Risk,Login activity occurred outside normal working hours,1143.0,342.24,234.0%,0.037
507,0.8490890479921847,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,2.0,3.48,-42.6%,0.088
507,0.8490890479921847,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,4.0,388.44,-99.0%,0.082
507,0.8490890479921847,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,2.0,193.6,-99.0%,0.075
507,0.8490890479921847,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,2.0,194.84,-99.0%,0.057
507,0.8490890479921847,High Risk,Critical,Critical,Data Movement Risk,Unusual file copying activity detected,1.0,448.28,-99.8%,0.055
289,0.8446524216724779,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.066
289,0.8446524216724779,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1070.0,388.44,175.5%,0.062
289,0.8446524216724779,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,484.0,865.95,-44.1%,0.061
289,0.8446524216724779,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,535.0,193.6,176.3%,0.06
289,0.8446524216724779,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,535.0,194.84,174.6%,0.054
160,0.8433675484835547,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,430.0,3.48,12246.4%,0.104
160,0.8433675484835547,High Risk,Critical,Critical,Access Behaviour Risk,Access to multiple workstations detected,447.0,20.38,2093.4%,0.049
160,0.8433675484835547,High Risk,Critical,Critical,Data Movement Risk,Files were accessed from multiple machines,252.0,2.28,10975.6%,0.043
160,0.8433675484835547,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1511.0,388.44,289.0%,0.043
160,0.8433675484835547,High Risk,Critical,Critical,Access Behaviour Risk,Login activity occurred outside normal working hours,1222.0,342.24,257.1%,0.035
773,0.8419101850740965,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,312.0,865.95,-64.0%,0.065
773,0.8419101850740965,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.065
773,0.8419101850740965,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,653.0,388.44,68.1%,0.055
773,0.8419101850740965,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,330.0,194.84,69.4%,0.04
773,0.8419101850740965,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,323.0,193.6,66.8%,0.039
806,0.8306828663778367,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,504.0,865.95,-41.8%,0.069
806,0.8306828663778367,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.064
806,0.8306828663778367,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,735.0,388.44,89.2%,0.058
806,0.8306828663778367,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,365.0,193.6,88.5%,0.054
806,0.8306828663778367,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,370.0,194.84,89.9%,0.053
344,0.8112147392769242,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,648.0,865.95,-25.2%,0.07
344,0.8112147392769242,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1263.0,388.44,225.1%,0.062
344,0.8112147392769242,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.062
344,0.8112147392769242,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,629.0,193.6,224.9%,0.059
344,0.8112147392769242,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,634.0,194.84,225.4%,0.057
638,0.806254459917709,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.062
638,0.806254459917709,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,616.0,865.95,-28.9%,0.053
638,0.806254459917709,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,72.0,388.44,-81.5%,0.048
638,0.806254459917709,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,36.0,193.6,-81.4%,0.043
638,0.806254459917709,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,36.0,194.84,-81.5%,0.035
733,0.8008418114322798,High Risk,Critical,Critical,Access Behaviour Risk,High login activity compared with normal employees,638.0,865.95,-26.3%,0.064
733,0.8008418114322798,High Risk,Critical,Critical,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.06
733,0.8008418114322798,High Risk,Critical,Critical,Device Usage Risk,Elevated device connection activity detected,1299.0,388.44,234.4%,0.043
733,0.8008418114322798,High Risk,Critical,Critical,Device Usage Risk,Frequent device removal activity detected,646.0,193.6,233.7%,0.041
733,0.8008418114322798,High Risk,Critical,Critical,Device Usage Risk,Frequent device connections detected,653.0,194.84,235.2%,0.04
407,0.7931730424971812,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,12.0,388.44,-96.9%,0.088
407,0.7931730424971812,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,6.0,193.6,-96.9%,0.074
407,0.7931730424971812,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.061
407,0.7931730424971812,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,6.0,194.84,-96.9%,0.059
407,0.7931730424971812,Medium Risk,Suspicious,High,Data Movement Risk,Unusual file copying activity detected,5.0,448.28,-98.9%,0.052
979,0.7816086469090452,Medium Risk,Suspicious,High,Access Behaviour Risk,High login activity compared with normal employees,390.0,865.95,-55.0%,0.068
979,0.7816086469090452,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.06
979,0.7816086469090452,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,846.0,388.44,117.8%,0.057
979,0.7816086469090452,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,423.0,193.6,118.5%,0.054
979,0.7816086469090452,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,423.0,194.84,117.1%,0.05
216,0.7758879716655248,Medium Risk,Suspicious,High,Access Behaviour Risk,High login activity compared with normal employees,654.0,865.95,-24.5%,0.063
216,0.7758879716655248,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.057
216,0.7758879716655248,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,668.0,194.84,242.8%,0.041
216,0.7758879716655248,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,1330.0,388.44,242.4%,0.037
216,0.7758879716655248,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,662.0,193.6,241.9%,0.036
375,0.7742918820414606,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,291.0,3.48,8255.4%,0.1
375,0.7742918820414606,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,957.0,388.44,146.4%,0.051
375,0.7742918820414606,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,478.0,193.6,146.9%,0.046
375,0.7742918820414606,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,479.0,194.84,145.8%,0.045
375,0.7742918820414606,Medium Risk,Suspicious,High,Data Movement Risk,Files were accessed from multiple machines,162.0,2.28,7020.0%,0.039
917,0.7439365425447122,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,984.0,388.44,153.3%,0.059
917,0.7439365425447122,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,490.0,193.6,153.1%,0.057
917,0.7439365425447122,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.054
917,0.7439365425447122,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,494.0,194.84,153.5%,0.053
917,0.7439365425447122,Medium Risk,Suspicious,High,Data Movement Risk,Unusual file copying activity detected,526.0,448.28,17.3%,0.03
9,0.7289929621536713,Medium Risk,Suspicious,High,Device Usage Risk,Elevated device connection activity detected,1276.0,388.44,228.5%,0.061
9,0.7289929621536713,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device removal activity detected,634.0,193.6,227.5%,0.057
9,0.7289929621536713,Medium Risk,Suspicious,High,Device Usage Risk,Frequent device connections detected,642.0,194.84,229.5%,0.057
9,0.7289929621536713,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.055
9,0.7289929621536713,Medium Risk,Suspicious,High,Data Movement Risk,Unusual file copying activity detected,589.0,448.28,31.4%,0.034
134,0.727757013407474,Medium Risk,Suspicious,High,Device Usage Risk,Multiple devices or machines were accessed,489.0,3.48,13940.4%,0.098
134,0.727757013407474,Medium Risk,Suspicious,High,Access Behaviour Risk,Access to multiple workstations detected,504.0,20.38,2373.1%,0.041
134,0.727757013407474,Medium Risk,Suspicious,High,Data Movement Risk,Files were accessed from multiple machines,282.0,2.28,12294.1%,0.039
134,0.727757013407474,Medium Risk,Suspicious,High,Access Behaviour Risk,Login activity occurred outside normal working hours,1134.0,342.24,231.4%,0.033
134,0.727757013407474,Medium Risk,Suspicious,High,Communication Risk,Unusual email volume detected,2300.0,2699.08,-14.8%,0.023
956,0.5995772925352408,Medium Risk,Watch,Medium,Device Usage Risk,Elevated device connection activity detected,12.0,388.44,-96.9%,0.082
956,0.5995772925352408,Medium Risk,Watch,Medium,Device Usage Risk,Frequent device removal activity detected,6.0,193.6,-96.9%,0.073
956,0.5995772925352408,Medium Risk,Watch,Medium,Device Usage Risk,Frequent device connections detected,6.0,194.84,-96.9%,0.057
956,0.5995772925352408,Medium Risk,Watch,Medium,Data Movement Risk,Unusual file copying activity detected,6.0,448.28,-98.7%,0.046
956,0.5995772925352408,Medium Risk,Watch,Medium,Data Movement Risk,Multiple file categories were accessed,1.0,1.25,-20.1%,0.042
678,0.5242953691635988,Medium Risk,Watch,Medium,Device Usage Risk,Multiple devices or machines were accessed,440.0,3.48,12533.5%,0.089
678,0.5242953691635988,Medium Risk,Watch,Medium,Access Behaviour Risk,Access to multiple workstations detected,456.0,20.38,2137.5%,0.034
678,0.5242953691635988,Medium Risk,Watch,Medium,Data Movement Risk,Files were accessed from multiple machines,244.0,2.28,10624.0%,0.034
678,0.5242953691635988,Medium Risk,Watch,Medium,Access Behaviour Risk,Login activity occurred outside normal working hours,1416.0,342.24,313.8%,0.028
678,0.5242953691635988,Medium Risk,Watch,Medium,Online Activity Risk,Unusual web activity volume detected,24551.0,29170.37,-15.8%,0.019
386,0.5131350024856471,Medium Risk,Watch,Medium,Access Behaviour Risk,High login activity compared with normal employees,646.0,865.95,-25.4%,0.055
386,0.5131350024856471,Medium Risk,Watch,Medium,Device Usage Risk,Multiple devices or machines were accessed,1.0,3.48,-71.3%,0.045
386,0.5131350024856471,Medium Risk,Watch,Medium,Communication Risk,Higher attachment activity detected,0.0,1096.54,-100.0%,0.017
386,0.5131350024856471,Medium Risk,Watch,Medium,Data Movement Risk,Files were accessed from multiple machines,1.0,2.28,-56.0%,0.014
386,0.5131350024856471,Medium Risk,Watch,Medium,Data Movement Risk,Multiple file categories were accessed,6.0,1.25,379.4%,0.009
